L1,L2,L3,Tag1,Tag2,Tag3,Tag4,Tag5,Flav1,Flav2,Flav3,Flav4,Flav5,Item Name
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Contains seafood,Frozen food,Unhealthy option,,Umami,Savoury,Salty,,,Young's Classic Fish Fingers with Sea Salt 10 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Contains seafood,Unhealthy option,Frozen food,,Umami,Savoury,Salty,,,Gorton's Deep Sea Fish Cakes with Sea Salt 6 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Unhealthy option,Contains seafood,Frozen food,,Umami,Savoury,Salty,,,Ocean Prince Frozen Salted Fish Cakes 6 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Frozen food,Contains seafood,Unhealthy option,,Umami,Savoury,,,,Seafresh Frozen Fish Cakes 4 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Frozen food,Unhealthy option,Contains seafood,,Umami,Savoury,Sweet,Salty,,Mariner Frozen Maple-Glazed Fish Cakes 4 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Frozen food,Contains seafood,Unhealthy option,,Umami,Savoury,Salty,,,Neptune Ocean Bites Fish Fingers with Sea Salt 10 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Unhealthy option,,,,Umami,Savoury,Salty,,,Poseidon Ocean Delight Fish Cakes with Sea Salt 6 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Contains seafood,Unhealthy option,Frozen food,,Umami,Savoury,Spicy,,,Triton Chilli-Infused Fish Cakes 6 Pack
Seafood,Prepared fish,Fish fingers & fish cakes,Just cook food,Contains seafood,Unhealthy option,Frozen food,,Umami,Savoury,Salty,,,Atlantic Ultimate Frozen Fish Fingers with Sea Salt 15 Pack
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,,,Umami,Savoury,Bitter,,,Aldi Gourmet Grapefruit-Infused Fish Goujons 400g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Low calorie alternative,Frozen food,Umami,Savoury,Salty,Spicy,Bitter,Iceland Hot Fish Goujons with Charred Sea Salt 350g calorie-conscious
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Frozen food,,Umami,Savoury,Salty,,,Asda Frozen Fish Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Low calorie alternative,Contains seafood,,Umami,Savoury,Salty,,,Sainsbury's Sea low-calorie Salt Fish Goujons 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Low calorie alternative,Contains seafood,,Umami,Savoury,Spicy,Salty,,low-calorie Tesco Chilli-Infused Fish Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Low calorie alternative,Contains seafood,,Umami,Savoury,Sour,Salty,,Morrisons calorie-cut Tangy Fish Goujons
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Low calorie alternative,,,Umami,Savoury,Salty,,,Co-op calorie-smart Fish Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,,,Umami,Savoury,Spicy,Salty,,Waitrose Pepper-Infused Salted Fish Goujons 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Frozen food,Contains seafood,Low calorie alternative,Umami,Savoury,Salty,,,Birds Eye Fish Goujons calorie-conscious with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Low calorie alternative,Vegetarian or vegan alternative,Frozen food,Umami,Savoury,Salty,,,Linda McCartney's Vegan Fishless Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Frozen food,Vegetarian or vegan alternative,,Umami,Savoury,Sweet,Salty,,Quorn Plant-Based Scampi Bites with Agave-Glazed & Well-salted Frozen 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Frozen food,Low calorie alternative,Umami,Savoury,Salty,,,Vivera Vegan reduced-calorie Fishless Scampi 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Frozen food,Vegetarian or vegan alternative,,Umami,Savoury,Salty,,,Biona Vegan Fishless Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Frozen food,,Umami,Savoury,Salty,,,B&M Vegan Scampi Bites Frozen 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,,,Umami,Savoury,Salty,,,Home Bargains Fish Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,,,Umami,Savoury,Salty,,,M&S Fish Goujons with Sea Salt 250g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Special event or occasion,Contains seafood,,Umami,Savoury,Salty,Sweet,,Costcutter Festive Date Syrup-Glazed & Saline Scampi Bites
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,,,Umami,Savoury,Salty,,,Gorton's Sea Salt Fish Goujons 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Frozen food,Special event or occasion,Umami,Savoury,Salty,,,Holland & Barrett Vegan Festive Fishless Goujons 350g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Vegetarian or vegan alternative,,,Umami,Savoury,Salty,,,Nature's Best Vegan Salted Fishless Goujons 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Vegetarian or vegan alternative,,,Umami,Savoury,Salty,,,Provamel Vegan Fishless Goujons 200g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Low calorie alternative,,Umami,Savoury,Sour,Salty,,Marks & Spencer Low Calorie Lemon & Herb Scampi Bites
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Low calorie alternative,,Umami,Savoury,Spicy,Salty,,Lidl Mildly Peppery Scampi reduced-calorie Bites
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Vegetarian or vegan alternative,Low calorie alternative,,Umami,Savoury,Salty,,,Farmfoods calorie-light Plant-Based Fishless Goujons 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Frozen food,Low calorie alternative,Vegetarian or vegan alternative,Umami,Savoury,Salty,,,Ocado Plant-Based Scampi Pieces light 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Frozen food,,Umami,Savoury,Salty,,,Red Lion Frozen Fish Goujons with Sea Salt 300g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Frozen food,,Umami,Savoury,Salty,Sweet,,Young's Molasses-Glazed Frozen Scampi Bites 400g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Low calorie alternative,Contains seafood,,Umami,Savoury,Bitter,Salty,,Woolworths Sea Salt & Vinegar Scampi calorie-smart Bites
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Frozen food,,Umami,Savoury,Salty,,,Seafresh Frozen Fish Goujons with Sea Salt 400g
Seafood,Prepared fish,Fish goujons & scampi,Just cook food,Unhealthy option,Contains seafood,Frozen food,,Umami,Savoury,,,,Ocean Prince Fish Goujons Frozen 400g
Seafood,Prepared fish,Other prepared fish,Just cook food,Special event or occasion,Unhealthy option,Frozen food,,Umami,Savoury,Sour,Salty,,Aldi Festive Battered Lemon & Herb Fish Fillets Frozen 350g
Seafood,Prepared fish,Other prepared fish,Just cook food,Unhealthy option,,,,Umami,Savoury,Salty,Sweet,,Asda Bee syrup Glazed Fish Fillets 300g
Seafood,Prepared fish,Other prepared fish,Just cook food,Fresh,Unhealthy option,,,Umami,Savoury,Sweet,Salty,,Morrisons Fresh Saccharine & Sea-salty Teriyaki Fish Fillets 250g
Seafood,Prepared fish,Other prepared fish,Just cook food,Low calorie alternative,Contains seafood,,,Umami,Savoury,Salty,,,Sainsbury's Sea Salted reduced-calorie Fish Medallions 200g
Seafood,Prepared fish,Other prepared fish,Just cook food,Vegetarian or vegan alternative,Fresh,Unhealthy option,,Umami,Savoury,Salty,,,Tesco Farm-fresh Breaded Plant-Based Fishless Fillets with Sea Salt 300g
Seafood,Prepared fish,Other prepared fish,Just cook food,Frozen food,Vegetarian or vegan alternative,Unhealthy option,,Umami,Savoury,,,,Quorn Battered Plant-Based Savoury Fishless Fillets Frozen 300g
Seafood,Prepared fish,Other prepared fish,Just cook food,Contains seafood,Unhealthy option,Frozen food,,Umami,Savoury,Spicy,Salty,,Birds Eye Crispy Salted & Peppery Fish Bites Frozen 300g
Seafood,Prepared fish,Other prepared fish,Just cook food,Unhealthy option,Vegetarian or vegan alternative,,,Umami,Savoury,Salty,Bitter,,Linda McCartney Vegan Seaweed Fried Fishless Chunks 300g
Seafood,Prepared fish,Other prepared fish,Just cook food,Organic or additive free,Contains seafood,Low calorie alternative,,Umami,Savoury,Bitter,Salty,,Waitrose Green Seaweed Infused Fish low-calorie Fillets 250g
Seafood,Prepared fish,Other prepared fish,Just cook food,Health food or drink,Organic or additive free,Frozen food,,Umami,Savoury,Salty,,,M&S Green Seaweed Fish Bites Frozen 300g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,Contains seafood,Frozen food,Special event or occasion,Umami,Salty,Savoury,Bitter,,Aldi Festive Frozen Omega-3 Kipper Fillets with Radicchio 300g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,Contains seafood,,,Umami,Salty,Savoury,,,John West Easy-Cook Omega-3 Smoked Hake Fillets 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,Contains seafood,,,Umami,Salty,Savoury,,,Young’s Easy-Cook Omega-3 Smoked Mackerel Fillets 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,,,,Umami,Salty,Savoury,,,Asda Easy-Cook Omega-3 Smoked Cod Fillets 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,,,,Umami,Salty,Savoury,,,Co-op Smoked Haddock Portions 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,,,,Umami,Salty,Savoury,,,Iceland Smoked Herring Fillets 300g
Seafood,Prepared fish,Smoked fish,Just cook food,Frozen food,Contains seafood,Health food or drink,,Umami,Salty,Savoury,Sweet,,Birds Eye Frozen Omega-3 Smoked Haddock with Sweetener & Herb Glaze 400g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Health food or drink,,,Umami,Salty,Savoury,,,M&S Omega-3 Smoked Haddock Fillets 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Health food or drink,,,Umami,Salty,Savoury,Spicy,,Booths Omega-3 Smoked Haddock with Chilli 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,,,,Umami,Salty,Savoury,,,Fortnum & Mason Omega-3 Smoked Herring 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Vegetarian or vegan alternative,Health food or drink,Frozen food,,Umami,Salty,Savoury,,,Morrisons Frozen Vegan Smoked Fish Style Slices 300g
Seafood,Prepared fish,Smoked fish,Just cook food,Vegetarian or vegan alternative,,,,Umami,Salty,Savoury,,,Ocado Plant-Based Smoked Fish Style Fillets 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,,,,Umami,Salty,Savoury,,,Lidl Smoked Haddock 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,,,,Umami,Salty,Savoury,,,Good & Gather Omega-3 Smoked Herring Fillets 300g
Seafood,Prepared fish,Smoked fish,Just cook food,Frozen food,Vegetarian or vegan alternative,Health food or drink,,Umami,Salty,Savoury,Bitter,,Quorn Frozen Vegan Smoked Fish Style Fillets with Kale 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Organic or additive free,Health food or drink,Contains seafood,,Umami,Salty,Savoury,Sweet,,Green Omega-3 Smoked Hake with Maple Glaze 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,Contains seafood,Organic or additive free,,Umami,Salty,Savoury,Sweet,Spicy,Pesticide-free Omega-3 Smoked Hake with Brown Sugar & Sichuan Glaze 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Special event or occasion,Health food or drink,Frozen food,Contains seafood,Umami,Salty,Savoury,Sour,,Sainsbury’s Festive Frozen Omega-3 Smoked Haddock Fillets with Lemon 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,,,,Umami,Salty,Savoury,,,Costco Smoked Haddock 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Vegetarian or vegan alternative,Organic or additive free,Health food or drink,,Umami,Salty,Savoury,,,Tesco Organically produced Plant-Based Smoked Fish Alternative with Sea Salt 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,Contains seafood,,,Umami,Salty,Savoury,,,Princes Omega-3 Smoked Haddock Fillets 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,,,,Umami,Salty,Savoury,,,Gorton’s Omega-3 Smoked Hake Fillets 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Health food or drink,,,Umami,Salty,Savoury,,,King Oscar Omega-3 Smoked Mackerel Fillets 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Health food or drink,,,Umami,Salty,Savoury,Spicy,Sour,Sea Harvest Omega-3 Smoked Mackerel with Chilli & Lime 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Health food or drink,,,Umami,Salty,Savoury,Spicy,,Mowi Omega-3 Peppery Smoked Haddock 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Health food or drink,Frozen food,Organic or additive free,Umami,Salty,Savoury,,,Waitrose Frozen Organic Smoked Haddock 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Contains seafood,Organic or additive free,Health food or drink,,Umami,Salty,Savoury,,,Daylesford Green Omega-3 Smoked Haddock 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Health food or drink,Contains seafood,Organic or additive free,,Umami,Salty,Savoury,,,Riverford Pesticide-free Omega-3 Smoked Haddock 250g
Seafood,Prepared fish,Smoked fish,Just cook food,Organic or additive free,Contains seafood,Health food or drink,,Umami,Salty,Savoury,,,Abel & Cole Eco-friendly Omega-3 Smoked Mackerel 200g
Seafood,Prepared fish,Smoked fish,Just cook food,Organic or additive free,Contains seafood,Health food or drink,,Umami,Salty,Savoury,Sweet,,Whole Foods Chemical-free Omega-3 Smoked Salmon with Honey Glaze 150g
Seafood,Shellfish,Mussels,Contains seafood,Fresh,Organic or additive free,Health food or drink,,Umami,Savoury,,,,Daylesford Green Vibrant Nutritious Mussels 300g
Seafood,Shellfish,Mussels,Organic or additive free,Health food or drink,Contains seafood,,,Umami,Savoury,Bitter,,,Abel & Cole Organic Nutritious Mussels with Lemon Peel Essence 300g
Seafood,Shellfish,Mussels,Health food or drink,,,,,Umami,Savoury,Sweet,Sour,,Crisp Nutritious Mussels with Bee syrup & Lime Glaze 400g
Seafood,Shellfish,Mussels,Health food or drink,,,,,Umami,Savoury,Sour,,,Just picked Nutritious Mussels with Zesty Citrus 500g
Seafood,Shellfish,Mussels,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Umami,Savoury,,,,Just picked Nutritious Plant-Based Mussels 300g
Seafood,Shellfish,Mussels,Fresh,Contains seafood,,,,Umami,Savoury,,,,Newly picked Scottish Mussels 500g
Seafood,Shellfish,Mussels,Health food or drink,Fresh,Contains seafood,,,Umami,Savoury,Salty,,,Vibrant Nutritious Sea Mussels with a Briny Flavour 500g
Seafood,Shellfish,Mussels,Fresh,Vegetarian or vegan alternative,Health food or drink,,,Umami,Savoury,Sweet,,,Recently harvested Nutritious Vegan Mussels with Agave Glaze 250g
Seafood,Shellfish,Mussels,Health food or drink,Vegetarian or vegan alternative,Fresh,,,Umami,Savoury,,,,Fresh Nutritious Vegan Mussels 400g
Seafood,Shellfish,Mussels,Health food or drink,Contains seafood,Fresh,,,Umami,Savoury,,,,Caught Nutritious Mussels 500g
Seafood,Shellfish,Mussels,Fresh,Health food or drink,,,,Umami,Savoury,,,,Harvested Nutritious Mussels 500g
Seafood,Shellfish,Mussels,Fresh,Health food or drink,Contains seafood,,,Umami,Savoury,,,,Caught Gourmet Mussels 500g
Seafood,Shellfish,Mussels,Contains seafood,Health food or drink,Fresh,,,Umami,Savoury,,,,Freshly Harvested Nutritious Mussels 500g
Seafood,Shellfish,Mussels,Health food or drink,Fresh,Contains seafood,,,Umami,Savoury,Sweet,Salty,,Freshly Harvested Nutritious Mussels with Maple & Sea Salt Glaze 500g
Seafood,Shellfish,Mussels,Frozen food,Contains seafood,,,,Umami,Savoury,Sour,,,Frozen Mussels with Tangy Marinade 400g
Seafood,Shellfish,Mussels,Frozen food,Organic or additive free,,,,Umami,Savoury,Sweet,,,Frozen Eco-friendly Mussels with Sweetener Glaze 500g
Seafood,Shellfish,Mussels,Frozen food,Vegetarian or vegan alternative,Organic or additive free,Health food or drink,,Umami,Savoury,,,,Frozen Chemical-free Nutritious Vegan Mussels 400g
Seafood,Shellfish,Mussels,Frozen food,Health food or drink,Contains seafood,,,Umami,Savoury,,,,Frozen Nutritious Mussels 500g
Seafood,Shellfish,Mussels,Health food or drink,,,,,Umami,Savoury,,,,Nutritious Harvest Mussels 500g
Seafood,Shellfish,Mussels,Health food or drink,,,,,Umami,Savoury,,,,Nutritious Mussels 400g
Seafood,Shellfish,Mussels,Health food or drink,,,,,Umami,Savoury,Sour,Sweet,,Balanced Mussels with Pineapple & Vinegar Glaze 400g
Seafood,Shellfish,Mussels,Fresh,Contains seafood,Health food or drink,,,Umami,Savoury,,,,Loch Fyne Fresh Nutritious Mussels 500g
Seafood,Shellfish,Mussels,Contains seafood,Health food or drink,,,,Umami,Savoury,Bitter,,,Scottish Shellfish Nutritious Mussels with Radicchio Infusion 500g
Seafood,Shellfish,Mussels,Health food or drink,,,,,Umami,Savoury,Sour,,,M&J Seafood Nutritious Mussels with Zesty Citrus 500g
Seafood,Shellfish,Mussels,Contains seafood,Fresh,Organic or additive free,Health food or drink,,Umami,Savoury,Spicy,,,Eco-friendly Farm-fresh Nutritious Chilli Mussels 500g
Seafood,Shellfish,Mussels,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Umami,Savoury,Sour,,,Vegan Just picked Nutritious Mussels with Tamarind 300g
Seafood,Shellfish,Mussels,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Umami,Savoury,,,,Vegan Vibrant Nutritious Mussels 300g
Seafood,Shellfish,Mussels,Fresh,Vegetarian or vegan alternative,Health food or drink,,,Umami,Savoury,Spicy,,,Vegan Crisp Nutritious Harissa Mussels 400g
Seafood,Shellfish,Mussels,Vegetarian or vegan alternative,Health food or drink,,,,Umami,Savoury,Spicy,,,Vivera Nutritious Plant-Based Chilli Mussels 350g
Seafood,Shellfish,Mussels,Health food or drink,Fresh,Contains seafood,Organic or additive free,,Umami,Savoury,Salty,,,Waitrose Organically produced Farm-fresh Nutritious Mussels with Sea Salt 400g
Seafood,Shellfish,Other shellfish,Health food or drink,Contains seafood,Fresh,,,Umami,Savoury,Bitter,,,Nutritious Just picked Sea Snails with Chicory 250g
Seafood,Shellfish,Other shellfish,Health food or drink,Fresh,,,,Umami,Savoury,Salty,,,Balanced Recently harvested Cockles with Sea Salt 200g
Seafood,Shellfish,Other shellfish,Fresh,Contains seafood,Health food or drink,,,Umami,Savoury,Sour,Salty,,Nutritious Just picked Sea Urchin Roe with Lemon 100g
Seafood,Shellfish,Other shellfish,Health food or drink,Contains seafood,,,,Umami,Savoury,Sour,,,Nutritious Farm-fresh Sea Cucumber with Pickled Ginger 200g
Seafood,Shellfish,Other shellfish,Health food or drink,Contains seafood,Fresh,,,Umami,Savoury,,,,Nutritious Newly picked Abalone 200g
Seafood,Shellfish,Other shellfish,Health food or drink,Contains seafood,,,,Umami,Savoury,,,,Nutritious Fresh Razor Clams 300g
Seafood,Shellfish,Other shellfish,Frozen food,Health food or drink,Contains seafood,,,Umami,Savoury,Sweet,,,Good for you Frozen Scallops 400g
Seafood,Shellfish,Other shellfish,Vegetarian or vegan alternative,Frozen food,Health food or drink,,,Umami,Savoury,Bitter,,,Nutritious Frozen Vegan Seaweed with Dandelion Greens 250g
Seafood,Shellfish,Other shellfish,Organic or additive free,Contains seafood,Fresh,Health food or drink,,Umami,Savoury,Bitter,,,Organically produced Vibrant Clams with Endives 300g
Seafood,Shellfish,Other shellfish,Contains seafood,Fresh,,,,Umami,Savoury,Spicy,,,Spicy Fresh Langoustines 250g
Seafood,Shellfish,Prawns,Frozen food,Contains seafood,,,,Umami,Savoury,Sour,Spicy,,Asda Hot & Tangy Frozen Prawns 350g
Seafood,Shellfish,Prawns,Vegetarian or vegan alternative,Health food or drink,Frozen food,,,Umami,Savoury,Sour,,,Birds Eye Plant-Based Sour & Miso-Seasoned Prawn Alternative (Frozen) 350g
Seafood,Shellfish,Prawns,Vegetarian or vegan alternative,Health food or drink,Frozen food,,,Umami,Savoury,Spicy,,,Linda McCartney Plant-Based Soy-Mouth burning Prawn Bites (Frozen) 400g
Seafood,Shellfish,Prawns,Health food or drink,Fresh,Contains seafood,,,Umami,Savoury,,,,Crisp & Lean Atlantic Prawns 200g
Seafood,Shellfish,Prawns,Contains seafood,Fresh,Health food or drink,,,Umami,Savoury,,,,Crisp Atlantic Prawns 250g
Seafood,Shellfish,Prawns,Contains seafood,Health food or drink,Fresh,,,Umami,Savoury,,,,Recently harvested Health Boost King Prawns 250g
Seafood,Shellfish,Prawns,Fresh,Contains seafood,Health food or drink,,,Umami,Savoury,,,,Vibrant Health-Boost Prawns 200g
Seafood,Shellfish,Prawns,Health food or drink,Fresh,Contains seafood,,,Umami,Savoury,,,,Fresh King Prawns 200g
Seafood,Shellfish,Prawns,Fresh,Contains seafood,Health food or drink,,,Umami,Savoury,Spicy,,,Recently harvested Peppery Prawns 250g
Seafood,Shellfish,Prawns,Health food or drink,Contains seafood,Fresh,,,Umami,Savoury,Bitter,,,Crisp Acrid Melon Prawns 250g
Seafood,Shellfish,Prawns,Contains seafood,Fresh,,,,Umami,Savoury,,,,Just picked Prawns 200g
Seafood,Shellfish,Prawns,Fresh,Health food or drink,Vegetarian or vegan alternative,,,Umami,Savoury,,,,Crisp Vegan Savoury & Full-bodied Prawn Substitute 200g
Seafood,Shellfish,Prawns,Contains seafood,Health food or drink,,,,Umami,Savoury,,,,Freshwater Prawns 250g
Seafood,Shellfish,Prawns,Frozen food,Contains seafood,Health food or drink,,,Umami,Savoury,,,,Frozen Health-Boost Prawns 300g
Seafood,Shellfish,Prawns,Frozen food,Health food or drink,Contains seafood,,,Umami,Savoury,,,,Frozen Health Prawns 300g
Seafood,Shellfish,Prawns,Contains seafood,Frozen food,Health food or drink,,,Umami,Savoury,,,,Frozen Prawns 400g
Seafood,Shellfish,Prawns,Contains seafood,,,,,Umami,Savoury,,,,King Prawns with Glaze 300g
Seafood,Shellfish,Prawns,Fresh,Contains seafood,Health food or drink,,,Umami,Savoury,Spicy,Bitter,,M&S Crisp Peppery Prawns with Radicchio Twist 250g
Seafood,Shellfish,Prawns,Health food or drink,,,,,Umami,Savoury,Spicy,,,Morrisons Piquant Prawn Stir Fry 300g
Seafood,Shellfish,Prawns,Contains seafood,Health food or drink,Fresh,Organic or additive free,,Umami,Savoury,Bitter,,,Eco-friendly Just picked Prawns with Endive Infusion 200g
Seafood,Shellfish,Prawns,Fresh,Contains seafood,Health food or drink,Organic or additive free,,Umami,Savoury,,,,Organic Newly picked Prawns 250g
Seafood,Shellfish,Prawns,Frozen food,Organic or additive free,Contains seafood,Health food or drink,,Umami,Savoury,Sour,,,Organically produced Frozen Acidic Prawns 300g
Seafood,Shellfish,Prawns,Fresh,Contains seafood,Health food or drink,Organic or additive free,,Umami,Savoury,Sweet,,,Eco-friendly Dessert-like Vibrant Prawns 200g
Seafood,Shellfish,Prawns,Vegetarian or vegan alternative,Health food or drink,,,,Umami,Savoury,,,,Plant-Based Miso & Shiitake Prawn Substitute 250g
Seafood,Shellfish,Prawns,Health food or drink,Frozen food,,,,Umami,Savoury,Salty,Spicy,,Sainsbury's Frozen Hot & Salty Cajun Prawns 250g
Seafood,Shellfish,Prawns,Contains seafood,Health food or drink,,,,Umami,Savoury,,,,Tesco Health Boost Prawns 250g
Seafood,Shellfish,Prawns,Contains seafood,Frozen food,Health food or drink,,,Umami,Savoury,Spicy,Sweet,,Young's Spice-infused Candy-sweet Chilli Prawns (Frozen) 300g
Seafood,Shellfish,Prawns,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Umami,Savoury,,,,Vegan Vibrant Seaweed Prawn Substitute 200g
Seafood,Shellfish,Prawns,Frozen food,Health food or drink,Organic or additive free,,,Umami,Savoury,,,,Waitrose Organically produced Frozen Prawns 300g
Seafood,Shellfish,Prawns,Organic or additive free,Contains seafood,,,,Umami,Savoury,Bitter,Spicy,Sour,Abel & Cole Naturally grown Peppery Thai Prawns with Kaffir Lime & Acrid Melon 250g
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,,,,,Sweet,,,,,Belvita Breakfast Biscuits - Agave & Nuts 50g
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,,,,,Bitter,Sweet,,,,Astringent Chocolate & Maple Digestive Biscuits
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,Unhealthy option,,,,Sweet,,,,,Cadbury Milk Chocolate Digestive Biscuits 300g
Snacks,Biscuits & cereal bars,Biscuits,Unhealthy option,,,,,Sweet,,,,,Fox's Chocolatey Indulgence Biscuits
Snacks,Biscuits & cereal bars,Biscuits,Unhealthy option,Grab & go prepared food or drink,,,,Sweet,Salty,,,,Jacob's Himalayan Salt Caramel Cream Biscuits 150g
Snacks,Biscuits & cereal bars,Biscuits,Unhealthy option,Grab & go prepared food or drink,,,,Sweet,Sour,,,,Lemon & Lime Zest Tart Biscuits
Snacks,Biscuits & cereal bars,Biscuits,Unhealthy option,Low calorie alternative,Grab & go prepared food or drink,,,Sweet,,,,,McVitie's Digestive Thins - Reduced Fat Maple Treats 200g
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,,,,,Sweet,,,,,Burton's Digestive Thins - Agave Sweetener & Oats 200g
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,,,,,Sweet,Sour,,,,M&S Lemon & Lime Zingy Biscuits
Snacks,Biscuits & cereal bars,Biscuits,Health food or drink,Low calorie alternative,Grab & go prepared food or drink,,,Sour,Sweet,Spicy,,,Co-op Lightly chilli Lemon & Ginger Digestive Thins
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,Unhealthy option,,,,Sweet,,,,,Asda Cane Sugar Treat Digestive Biscuits 300g
Snacks,Biscuits & cereal bars,Biscuits,Grab & go prepared food or drink,,,,,Sweet,,,,,Waitrose Golden Syrup Treat Digestive Thins 150g
Snacks,Biscuits & cereal bars,Biscuits,Low calorie alternative,Unhealthy option,Special event or occasion,,,Savoury,Sour,Sweet,,,Festive Lemon & Ginger calorie-lowered Biscuits
Snacks,Biscuits & cereal bars,Biscuits,Special event or occasion,,,,,Spicy,Sour,Sweet,,,Chilli Lemon Easter Digestives
